order_id,order_datetime,financial_year,week_number,day_name,site,customer_type,service_line,item_name,membership_tier,sales_source,acquisition_channel,staff_id,fulfilment_status,units,list_price_gbp,promotion_code,discount_gbp,refund_gbp,net_sales_gbp,direct_cost_gbp,contribution_margin_gbp,satisfaction_score
ORD006355,2026-01-15,FY2025/26,3,Thursday,City Centre,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Walk-in,SYSTEM,Completed,1,84.02,NEWYEAR15,12.6,0.0,71.42,18.27,53.15,4.9
ORD006356,2026-01-15,FY2025/26,3,Thursday,City Centre,Returning Member,Membership,Annual Saver Membership,Annual Saver,Reception,Referral,SYSTEM,Completed,1,556.06,NONE,0.0,0.0,556.06,85.25,470.81,4.5
ORD006357,2026-01-15,FY2025/26,3,Thursday,Northside,Family Add-on,Membership,Student Off-Peak Membership,Student Off-Peak,Phone,Existing Customer,SYSTEM,Completed,1,35.75,NONE,0.0,0.0,35.75,6.21,29.54,4.2
ORD006358,2026-01-15,FY2025/26,3,Thursday,City Centre,Member,Retail,Resistance Band,Not Applicable,Web Store,Walk-in,SYSTEM,Completed,1,14.75,NEWYEAR15,2.21,0.0,12.54,7.63,4.91,5.0
ORD006359,2026-01-15,FY2025/26,3,Thursday,Eastgate,Member,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Referral,SYSTEM,Completed,1,81.67,NONE,0.0,0.0,81.67,16.63,65.04,4.6
ORD006360,2026-01-15,FY2025/26,3,Thursday,Northside,Member,Recovery,Compression Recovery Session,Not Applicable,Phone,Corporate Partnership,NS-RE-02,Cancelled,1,31.41,NONE,0.0,28.27,3.14,8.55,-5.41,2.8
ORD006361,2026-01-16,FY2025/26,3,Friday,City Centre,Family Add-on,Group Class,Pilates Class,Not Applicable,Mobile App,Organic Search,CC-GR-07,Completed,1,18.52,NEWYEAR15,2.78,0.0,15.74,11.33,4.41,4.4
ORD006362,2026-01-16,FY2025/26,3,Friday,Northside,Family Add-on,Membership,Annual Saver Membership,Annual Saver,Mobile App,Organic Search,SYSTEM,Completed,1,532.6,NEWYEAR15,79.89,0.0,452.71,86.99,365.72,5.0
ORD006363,2026-01-16,FY2025/26,3,Friday,Riverside,Returning Member,Membership,Flex Monthly Membership,Flex,Phone,Existing Customer,SYSTEM,Completed,1,50.39,NONE,0.0,0.0,50.39,9.03,41.36,4.3
ORD006364,2026-01-16,FY2025/26,3,Friday,Eastgate,Corporate Employee,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Corporate Partnership,SYSTEM,Completed,1,79.89,NEWYEAR15,11.98,0.0,67.91,16.98,50.93,4.5
ORD006365,2026-01-16,FY2025/26,3,Friday,City Centre,Student,Membership,Unlimited Monthly Membership,Unlimited,Corporate Portal,Paid Social,SYSTEM,Completed,1,82.2,NONE,0.0,0.0,82.2,18.05,64.15,4.5
ORD006366,2026-01-16,FY2025/26,3,Friday,Riverside,Casual Visitor,Membership,Flex Monthly Membership,Flex,Reception,Walk-in,SYSTEM,Completed,1,50.83,NONE,0.0,0.0,50.83,9.4,41.43,4.1
ORD006367,2026-01-16,FY2025/26,3,Friday,Riverside,Student,Membership,Annual Saver Membership,Annual Saver,Mobile App,Existing Customer,SYSTEM,Completed,1,549.52,NEWYEAR15,82.43,0.0,467.09,87.96,379.13,5.0
ORD006368,2026-01-16,FY2025/26,3,Friday,Riverside,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Phone,Corporate Partnership,SYSTEM,Completed,1,56.57,NONE,0.0,0.0,56.57,11.58,44.99,3.5
ORD006369,2026-01-16,FY2025/26,3,Friday,Riverside,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Existing Customer,SYSTEM,Completed,1,79.74,REFER10,7.97,0.0,71.77,16.81,54.96,3.9
ORD006370,2026-01-16,FY2025/26,3,Friday,City Centre,Member,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Paid Social,SYSTEM,Completed,1,82.97,NEWYEAR15,12.45,0.0,70.52,17.72,52.8,3.8
ORD006371,2026-01-16,FY2025/26,3,Friday,Riverside,Member,Recovery,Compression Recovery Session,Not Applicable,Web Store,Existing Customer,RV-RE-01,Completed,1,32.47,NEWYEAR15,4.87,0.0,27.6,19.08,8.52,4.5
ORD006372,2026-01-16,FY2025/26,3,Friday,Northside,Corporate Employee,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Corporate Partnership,SYSTEM,Completed,1,79.25,NONE,0.0,0.0,79.25,16.23,63.02,4.2
ORD006373,2026-01-16,FY2025/26,3,Friday,Eastgate,Member,Membership,Annual Saver Membership,Annual Saver,Mobile App,Email,SYSTEM,Completed,1,547.68,NEWYEAR15,82.15,0.0,465.53,89.83,375.7,5.0
ORD006374,2026-01-16,FY2025/26,3,Friday,City Centre,Returning Member,Membership,Flex Monthly Membership,Flex,Web Store,Existing Customer,SYSTEM,Completed,1,51.8,NEWYEAR15,7.77,0.0,44.03,9.2,34.83,5.0
ORD006375,2026-01-16,FY2025/26,3,Friday,Northside,Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Walk-in,SYSTEM,Completed,1,79.4,NEWYEAR15,11.91,0.0,67.49,16.22,51.27,4.8
ORD006376,2026-01-16,FY2025/26,3,Friday,Northside,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Mobile App,Referral,SYSTEM,Completed,1,35.34,NEWYEAR15,5.3,0.0,30.04,6.09,23.95,4.5
ORD006377,2026-01-16,FY2025/26,3,Friday,Northside,Casual Visitor,Coaching,Personal Training Session,Not Applicable,Reception,Walk-in,NS-CO-03,Completed,1,56.17,NONE,0.0,0.0,56.17,29.52,26.65,4.6
ORD006378,2026-01-16,FY2025/26,3,Friday,City Centre,Student,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Paid Social,SYSTEM,Completed,1,83.53,NONE,0.0,0.0,83.53,18.03,65.5,
ORD006379,2026-01-16,FY2025/26,3,Friday,Northside,Casual Visitor,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Paid Social,SYSTEM,Completed,1,77.46,NEWYEAR15,11.62,0.0,65.84,16.47,49.37,4.2
ORD006380,2026-01-16,FY2025/26,3,Friday,Online,Student,Digital,Virtual Coaching Subscription,Digital,Mobile App,Walk-in,SYSTEM,Completed,1,23.49,NEWYEAR15,3.52,0.0,19.97,3.37,16.6,4.4
ORD006381,2026-01-16,FY2025/26,3,Friday,Eastgate,Corporate Employee,Group Class,Boxing Fitness Class,Not Applicable,Web Store,Corporate Partnership,EG-GR-09,Completed,1,20.53,NONE,0.0,0.0,20.53,12.3,8.23,3.1
ORD006382,2026-01-16,FY2025/26,3,Friday,Riverside,Family Add-on,Retail,Resistance Band,Not Applicable,Phone,Referral,SYSTEM,Completed,1,14.01,NEWYEAR15,2.1,0.0,11.91,7.16,4.75,4.2
ORD006383,2026-01-17,FY2025/26,3,Saturday,Northside,Family Add-on,Membership,Flex Monthly Membership,Flex,Mobile App,Organic Search,SYSTEM,Completed,1,49.4,NONE,0.0,0.0,49.4,8.47,40.93,4.2
ORD006384,2026-01-17,FY2025/26,3,Saturday,City Centre,Member,Recovery,Compression Recovery Session,Not Applicable,Corporate Portal,Existing Customer,CC-RE-05,Completed,1,33.73,NEWYEAR15,5.06,0.0,28.67,19.69,8.98,4.4
ORD006385,2026-01-17,FY2025/26,3,Saturday,Eastgate,Returning Member,Membership,Annual Saver Membership,Annual Saver,Web Store,Existing Customer,SYSTEM,Completed,1,550.38,NEWYEAR15,82.56,0.0,467.82,84.08,383.74,4.6
ORD006386,2026-01-17,FY2025/26,3,Saturday,Northside,Casual Visitor,Retail,Branded Hoodie,Not Applicable,Web Store,Email,SYSTEM,Completed,1,48.44,NONE,0.0,0.0,48.44,28.44,20.0,5.0
ORD006387,2026-01-17,FY2025/26,3,Saturday,Riverside,Member,Coaching,Eight Session Coaching Pack,Not Applicable,Mobile App,Existing Customer,RV-CO-03,Completed,1,416.56,NEWYEAR15,62.48,0.0,354.08,190.56,163.52,4.7
ORD006388,2026-01-17,FY2025/26,3,Saturday,Riverside,Student,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Referral,SYSTEM,Completed,1,78.86,REFER10,7.89,0.0,70.97,17.16,53.81,4.2
ORD006389,2026-01-17,FY2025/26,3,Saturday,Eastgate,Family Add-on,Coaching,Personal Training Session,Not Applicable,Reception,Corporate Partnership,EG-CO-08,Completed,1,58.55,NEWYEAR15,8.78,0.0,49.77,32.49,17.28,4.5
ORD006390,2026-01-17,FY2025/26,3,Saturday,Riverside,Corporate Employee,Retail,Branded Hoodie,Not Applicable,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,49.09,NEWYEAR15,7.36,0.0,41.73,26.92,14.81,3.6
ORD006391,2026-01-18,FY2025/26,3,Sunday,Northside,Student,Coaching,Personal Training Session,Not Applicable,Mobile App,Referral,NS-CO-07,Completed,1,56.51,NONE,0.0,0.0,56.51,31.06,25.45,
ORD006392,2026-01-18,FY2025/26,3,Sunday,City Centre,Member,Membership,Annual Saver Membership,Annual Saver,Phone,Email,SYSTEM,Completed,1,571.78,NEWYEAR15,85.77,0.0,486.01,93.24,392.77,4.4
ORD006393,2026-01-18,FY2025/26,3,Sunday,Eastgate,Family Add-on,Membership,Annual Saver Membership,Annual Saver,Web Store,Referral,SYSTEM,Completed,1,547.02,NEWYEAR15,82.05,0.0,464.97,87.51,377.46,
ORD006394,2026-01-18,FY2025/26,3,Sunday,Riverside,Student,Membership,Annual Saver Membership,Annual Saver,Web Store,Existing Customer,SYSTEM,Completed,1,537.88,REFER10,53.79,0.0,484.09,86.58,397.51,4.1
ORD006395,2026-01-19,FY2025/26,4,Monday,Northside,Member,Coaching,Personal Training Session,Not Applicable,Web Store,Walk-in,NS-CO-08,Completed,1,57.59,NEWYEAR15,8.64,0.0,48.95,30.42,18.53,5.0
ORD006396,2026-01-19,FY2025/26,4,Monday,Eastgate,Member,Group Class,Pilates Class,Not Applicable,Web Store,Existing Customer,EG-GR-03,Completed,1,18.13,NONE,0.0,0.0,18.13,11.21,6.92,3.7
ORD006397,2026-01-19,FY2025/26,4,Monday,Riverside,Member,Membership,Unlimited Monthly Membership,Unlimited,Reception,Walk-in,SYSTEM,Completed,1,79.87,REFER10,7.99,0.0,71.88,17.39,54.49,5.0
ORD006398,2026-01-19,FY2025/26,4,Monday,Eastgate,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,56.59,NEWYEAR15,8.49,0.0,48.1,10.92,37.18,5.0
ORD006399,2026-01-19,FY2025/26,4,Monday,Northside,Casual Visitor,Group Class,Strength Circuit Class,Not Applicable,Phone,Existing Customer,NS-GR-04,No Show,1,16.26,NONE,0.0,4.88,11.38,7.79,3.59,3.7
ORD006400,2026-01-19,FY2025/26,4,Monday,City Centre,Casual Visitor,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Paid Social,SYSTEM,Completed,1,82.99,NEWYEAR15,12.45,0.0,70.54,17.91,52.63,4.4
ORD006401,2026-01-19,FY2025/26,4,Monday,City Centre,Member,Membership,Flex Monthly Membership,Flex,Phone,Corporate Partnership,SYSTEM,Completed,1,52.16,NEWYEAR15,7.82,0.0,44.34,9.38,34.96,4.8
ORD006402,2026-01-19,FY2025/26,4,Monday,City Centre,Student,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Paid Social,SYSTEM,Completed,1,84.16,NEWYEAR15,12.62,0.0,71.54,18.36,53.18,4.1
ORD006403,2026-01-19,FY2025/26,4,Monday,Online,Member,Digital,Virtual Coaching Subscription,Digital,Web Store,Paid Social,SYSTEM,Completed,1,23.01,NEWYEAR15,3.45,0.0,19.56,3.11,16.45,4.8
ORD006404,2026-01-19,FY2025/26,4,Monday,Eastgate,Student,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Organic Search,SYSTEM,Completed,1,80.89,NEWYEAR15,12.13,0.0,68.76,16.66,52.1,3.7
ORD006405,2026-01-19,FY2025/26,4,Monday,Riverside,Member,Coaching,Personal Training Session,Not Applicable,Web Store,Referral,RV-CO-08,Completed,2,57.77,NEWYEAR15,17.33,0.0,98.21,58.32,39.89,4.8
ORD006406,2026-01-20,FY2025/26,4,Tuesday,Riverside,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Web Store,Email,SYSTEM,Completed,1,35.92,NEWYEAR15,5.39,0.0,30.53,6.25,24.28,4.1
ORD006407,2026-01-20,FY2025/26,4,Tuesday,Eastgate,Family Add-on,Membership,Flex Monthly Membership,Flex,Mobile App,Existing Customer,SYSTEM,Completed,1,50.25,NEWYEAR15,7.54,0.0,42.71,8.97,33.74,4.2
ORD006408,2026-01-20,FY2025/26,4,Tuesday,Eastgate,Member,Coaching,Eight Session Coaching Pack,Not Applicable,Reception,Referral,EG-CO-01,Completed,1,421.81,NONE,0.0,0.0,421.81,198.66,223.15,4.6
ORD006409,2026-01-20,FY2025/26,4,Tuesday,Riverside,Returning Member,Membership,Flex Monthly Membership,Flex,Web Store,Referral,SYSTEM,Completed,1,50.01,NEWYEAR15,7.5,0.0,42.51,9.32,33.19,4.0
ORD006410,2026-01-20,FY2025/26,4,Tuesday,City Centre,Casual Visitor,Membership,Annual Saver Membership,Annual Saver,Corporate Portal,Referral,SYSTEM,Completed,1,557.46,NEWYEAR15,83.62,0.0,473.84,90.04,383.8,3.5
ORD006411,2026-01-20,FY2025/26,4,Tuesday,Riverside,Student,Membership,Unlimited Monthly Membership,Unlimited,Reception,Referral,SYSTEM,Completed,1,80.11,NEWYEAR15,12.02,0.0,68.09,16.96,51.13,4.6
ORD006412,2026-01-20,FY2025/26,4,Tuesday,City Centre,Member,Membership,Annual Saver Membership,Annual Saver,Reception,Existing Customer,SYSTEM,Completed,1,568.24,NONE,0.0,0.0,568.24,86.71,481.53,5.0
ORD006413,2026-01-20,FY2025/26,4,Tuesday,City Centre,Member,Group Class,Strength Circuit Class,Not Applicable,Web Store,Existing Customer,CC-GR-01,Completed,1,17.63,NEWYEAR15,2.64,0.0,14.99,10.42,4.57,4.0
ORD006414,2026-01-20,FY2025/26,4,Tuesday,City Centre,Student,Coaching,Personal Training Session,Not Applicable,Corporate Portal,Paid Social,CC-CO-03,Completed,1,60.44,NONE,0.0,0.0,60.44,31.83,28.61,4.4
ORD006415,2026-01-20,FY2025/26,4,Tuesday,Eastgate,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Mobile App,Referral,SYSTEM,Completed,1,36.51,NONE,0.0,0.0,36.51,6.35,30.16,5.0
ORD006416,2026-01-20,FY2025/26,4,Tuesday,Riverside,Student,Membership,Unlimited Monthly Membership,Unlimited,Reception,Walk-in,SYSTEM,Completed,1,80.09,NEWYEAR15,12.01,0.0,68.08,16.24,51.84,3.3
ORD006417,2026-01-20,FY2025/26,4,Tuesday,Riverside,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,57.15,REFER10,5.71,0.0,51.44,10.88,40.56,4.1
ORD006418,2026-01-20,FY2025/26,4,Tuesday,City Centre,Member,Membership,Annual Saver Membership,Annual Saver,Mobile App,Existing Customer,SYSTEM,Completed,1,557.27,NEWYEAR15,83.59,0.0,473.68,89.25,384.43,4.0
ORD006419,2026-01-20,FY2025/26,4,Tuesday,City Centre,Member,Membership,Student Off-Peak Membership,Student Off-Peak,Mobile App,Organic Search,SYSTEM,Refunded,1,38.0,NEWYEAR15,5.7,32.3,0.0,2.24,-2.24,2.7
ORD006420,2026-01-20,FY2025/26,4,Tuesday,Northside,Member,Membership,Annual Saver Membership,Annual Saver,Reception,Existing Customer,SYSTEM,Completed,1,536.48,NEWYEAR15,80.47,0.0,456.01,83.44,372.57,5.0
ORD006421,2026-01-20,FY2025/26,4,Tuesday,City Centre,Returning Member,Membership,Flex Monthly Membership,Flex,Reception,Paid Social,SYSTEM,Completed,1,52.3,NONE,0.0,0.0,52.3,9.7,42.6,4.2
ORD006422,2026-01-21,FY2025/26,4,Wednesday,City Centre,Family Add-on,Coaching,Personal Training Session,Not Applicable,Mobile App,Organic Search,CC-CO-09,Completed,1,59.67,NONE,0.0,0.0,59.67,34.19,25.48,
ORD006423,2026-01-21,FY2025/26,4,Wednesday,Eastgate,Corporate Employee,Coaching,Personal Training Session,Not Applicable,Reception,,EG-CO-09,Completed,2,59.39,NONE,0.0,0.0,118.78,58.26,60.52,3.4
ORD006424,2026-01-21,FY2025/26,4,Wednesday,Northside,Corporate Employee,Membership,Flex Monthly Membership,Flex,Mobile App,Email,SYSTEM,Completed,1,49.74,REFER10,4.97,0.0,44.77,9.28,35.49,5.0
ORD006425,2026-01-21,FY2025/26,4,Wednesday,Northside,Family Add-on,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Referral,SYSTEM,Completed,1,77.6,NONE,0.0,0.0,77.6,16.47,61.13,4.6
ORD006426,2026-01-21,FY2025/26,4,Wednesday,Eastgate,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Existing Customer,SYSTEM,Completed,1,80.57,NEWYEAR15,12.09,0.0,68.48,16.48,52.0,4.9
ORD006427,2026-01-21,FY2025/26,4,Wednesday,City Centre,Student,Membership,Flex Monthly Membership,Flex,Web Store,Referral,SYSTEM,Completed,1,52.09,NEWYEAR15,7.81,0.0,44.28,9.57,34.71,4.5
ORD006428,2026-01-21,FY2025/26,4,Wednesday,Northside,Member,Membership,Annual Saver Membership,Annual Saver,Web Store,Referral,SYSTEM,Completed,1,526.06,NEWYEAR15,78.91,0.0,447.15,80.06,367.09,3.6
ORD006429,2026-01-21,FY2025/26,4,Wednesday,City Centre,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,59.84,NONE,0.0,0.0,59.84,12.35,47.49,4.5
ORD006430,2026-01-21,FY2025/26,4,Wednesday,Eastgate,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Existing Customer,SYSTEM,Completed,1,81.66,REFER10,8.17,0.0,73.49,17.77,55.72,3.3
ORD006431,2026-01-21,FY2025/26,4,Wednesday,Riverside,Member,Membership,Flex Monthly Membership,Flex,Reception,Referral,SYSTEM,Cancelled,1,51.02,NEWYEAR15,7.65,39.03,4.34,3.26,1.08,3.6
ORD006432,2026-01-21,FY2025/26,4,Wednesday,Eastgate,Student,Coaching,Personal Training Session,Not Applicable,Mobile App,Walk-in,EG-CO-09,Completed,1,58.17,NEWYEAR15,8.73,0.0,49.44,32.48,16.96,4.6
ORD006433,2026-01-21,FY2025/26,4,Wednesday,City Centre,Student,Membership,Unlimited Monthly Membership,Unlimited,Reception,Existing Customer,SYSTEM,Completed,1,84.39,NONE,0.0,0.0,84.39,17.23,67.16,3.8
ORD006434,2026-01-22,FY2025/26,4,Thursday,Riverside,Casual Visitor,Retail,Protein Shake,Not Applicable,Mobile App,Paid Social,SYSTEM,Completed,1,6.28,NONE,0.0,0.0,6.28,3.39,2.89,5.0
ORD006435,2026-01-22,FY2025/26,4,Thursday,City Centre,Member,Membership,Flex Monthly Membership,Flex,Web Store,Existing Customer,SYSTEM,Completed,1,52.4,NONE,0.0,0.0,52.4,9.89,42.51,4.6
ORD006436,2026-01-22,FY2025/26,4,Thursday,Eastgate,Corporate Employee,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Organic Search,SYSTEM,Completed,1,80.76,NEWYEAR15,12.11,0.0,68.65,16.75,51.9,3.9
ORD006437,2026-01-22,FY2025/26,4,Thursday,Eastgate,Casual Visitor,Group Class,Boxing Fitness Class,Not Applicable,Web Store,Referral,EG-GR-08,Completed,3,20.82,REFER10,6.25,0.0,56.21,29.12,27.09,4.3
ORD006438,2026-01-22,FY2025/26,4,Thursday,City Centre,Returning Member,Membership,Annual Saver Membership,Annual Saver,Reception,Email,SYSTEM,Completed,1,563.61,NEWYEAR15,84.54,0.0,479.07,87.53,391.54,3.9
ORD006439,2026-01-22,FY2025/26,4,Thursday,City Centre,Returning Member,Membership,Flex Monthly Membership,Flex,Mobile App,Email,SYSTEM,Completed,1,52.64,NEWYEAR15,7.9,0.0,44.74,9.18,35.56,4.6
ORD006440,2026-01-22,FY2025/26,4,Thursday,City Centre,Returning Member,Coaching,Personal Training Session,Not Applicable,Reception,Organic Search,CC-CO-03,Completed,1,61.13,NEWYEAR15,9.17,0.0,51.96,34.27,17.69,5.0
ORD006441,2026-01-22,FY2025/26,4,Thursday,Eastgate,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,58.05,NEWYEAR15,8.71,0.0,49.34,12.07,37.27,4.4
ORD006442,2026-01-22,FY2025/26,4,Thursday,Online,Corporate Employee,Digital,Virtual Coaching Subscription,Digital,Web Store,Corporate Partnership,SYSTEM,Completed,1,22.99,NEWYEAR15,3.45,0.0,19.54,3.25,16.29,3.5
ORD006443,2026-01-22,FY2025/26,4,Thursday,Online,Member,Digital,Virtual Coaching Subscription,Digital,Web Store,Corporate Partnership,SYSTEM,Completed,1,23.19,NEWYEAR15,3.48,0.0,19.71,3.29,16.42,4.2
ORD006444,2026-01-22,FY2025/26,4,Thursday,Eastgate,Casual Visitor,Membership,Annual Saver Membership,Annual Saver,Reception,Referral,SYSTEM,Completed,1,544.22,NEWYEAR15,81.63,0.0,462.59,84.43,378.16,4.5
ORD006445,2026-01-22,FY2025/26,4,Thursday,City Centre,Member,Coaching,Eight Session Coaching Pack,Not Applicable,Reception,Existing Customer,CC-CO-06,Completed,1,434.11,NEWYEAR15,65.12,0.0,368.99,193.85,175.14,4.4
ORD006446,2026-01-22,FY2025/26,4,Thursday,Eastgate,Member,Recovery,Sports Massage,Not Applicable,Mobile App,Existing Customer,EG-RE-03,Completed,1,71.69,NEWYEAR15,10.75,0.0,60.94,43.5,17.44,3.6
ORD006447,2026-01-22,FY2025/26,4,Thursday,Riverside,Corporate Employee,Recovery,Sports Massage,Not Applicable,Web Store,Corporate Partnership,RV-RE-04,Completed,1,70.25,NEWYEAR15,10.54,0.0,59.71,41.41,18.3,5.0
ORD006448,2026-01-22,FY2025/26,4,Thursday,Riverside,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Reception,Email,SYSTEM,Completed,1,35.85,NEWYEAR15,5.38,0.0,30.47,6.05,24.42,4.5
ORD006449,2026-01-23,FY2025/26,4,Friday,Northside,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Mobile App,Organic Search,SYSTEM,Completed,1,35.71,NEWYEAR15,5.36,0.0,30.35,5.88,24.47,4.4
ORD006450,2026-01-23,FY2025/26,4,Friday,City Centre,Member,Coaching,Personal Training Session,Not Applicable,Reception,Existing Customer,CC-CO-07,Completed,1,60.02,NEWYEAR15,9.0,0.0,51.02,32.92,18.1,3.9
ORD006451,2026-01-23,FY2025/26,4,Friday,City Centre,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Reception,Corporate Partnership,SYSTEM,Completed,1,59.0,NEWYEAR15,8.85,0.0,50.15,11.71,38.44,3.4
ORD006452,2026-01-23,FY2025/26,4,Friday,Eastgate,Corporate Employee,Membership,Annual Saver Membership,Annual Saver,Corporate Portal,Email,SYSTEM,Completed,1,554.95,NEWYEAR15,83.24,0.0,471.71,86.6,385.11,5.0
ORD006453,2026-01-23,FY2025/26,4,Friday,Northside,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Web Store,Referral,SYSTEM,Completed,1,35.87,NEWYEAR15,5.38,0.0,30.49,5.84,24.65,4.0
ORD006454,2026-01-23,FY2025/26,4,Friday,City Centre,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Web Store,Walk-in,SYSTEM,Completed,1,83.36,NONE,0.0,0.0,83.36,18.16,65.2,4.3
ORD006455,2026-01-23,FY2025/26,4,Friday,Eastgate,Member,Membership,Flex Monthly Membership,Flex,Web Store,Email,SYSTEM,Completed,1,50.14,NONE,0.0,0.0,50.14,8.69,41.45,4.6
ORD006456,2026-01-23,FY2025/26,4,Friday,City Centre,Returning Member,Membership,Student Off-Peak Membership,Student Off-Peak,Web Store,Existing Customer,SYSTEM,Completed,1,37.14,NEWYEAR15,5.57,0.0,31.57,6.46,25.11,4.6
ORD006457,2026-01-23,FY2025/26,4,Friday,City Centre,Member,Retail,Protein Shake,Not Applicable,Mobile App,Organic Search,SYSTEM,Completed,1,6.44,NEWYEAR15,0.97,0.0,5.47,3.37,2.1,4.3
ORD006458,2026-01-23,FY2025/26,4,Friday,Online,Returning Member,Digital,Virtual Coaching Subscription,Digital,Mobile App,Existing Customer,SYSTEM,Completed,1,23.38,NEWYEAR15,3.51,0.0,19.87,3.26,16.61,4.2
ORD006459,2026-01-23,FY2025/26,4,Friday,Online,Casual Visitor,Digital,Virtual Coaching Subscription,Digital,Mobile App,Paid Social,SYSTEM,Completed,1,23.33,REFER10,2.33,0.0,21.0,3.33,17.67,4.3
ORD006460,2026-01-23,FY2025/26,4,Friday,Riverside,Member,Membership,Annual Saver Membership,Annual Saver,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,546.43,REFER10,54.64,0.0,491.79,89.81,401.98,3.8
ORD006461,2026-01-23,FY2025/26,4,Friday,Riverside,Member,Recovery,Compression Recovery Session,Not Applicable,Web Store,Referral,RV-RE-01,Completed,1,31.84,NEWYEAR15,4.78,0.0,27.06,18.04,9.02,3.7
ORD006462,2026-01-23,FY2025/26,4,Friday,Riverside,Student,Membership,Flex Monthly Membership,Flex,Reception,Organic Search,SYSTEM,Completed,1,51.05,NONE,0.0,0.0,51.05,9.51,41.54,4.7
ORD006463,2026-01-23,FY2025/26,4,Friday,Riverside,Member,Group Class,Strength Circuit Class,Not Applicable,Reception,Existing Customer,RV-GR-12,Completed,1,16.77,NEWYEAR15,2.52,0.0,14.25,9.84,4.41,4.9
ORD006464,2026-01-23,FY2025/26,4,Friday,Riverside,Member,Retail,Resistance Band,Not Applicable,Mobile App,Organic Search,SYSTEM,Completed,4,14.1,NEWYEAR15,8.46,0.0,47.94,26.83,21.11,3.7
ORD006465,2026-01-23,FY2025/26,4,Friday,Eastgate,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,57.32,NONE,0.0,0.0,57.32,11.27,46.05,4.2
ORD006466,2026-01-24,FY2025/26,4,Saturday,Northside,Student,Membership,Student Off-Peak Membership,Student Off-Peak,Mobile App,Paid Social,SYSTEM,Completed,1,34.93,NONE,0.0,0.0,34.93,5.9,29.03,
ORD006467,2026-01-24,FY2025/26,4,Saturday,Eastgate,Returning Member,Membership,Annual Saver Membership,Annual Saver,Web Store,Organic Search,SYSTEM,Completed,1,551.59,REFER10,55.16,0.0,496.43,91.03,405.4,4.0
ORD006468,2026-01-24,FY2025/26,4,Saturday,Northside,Casual Visitor,Membership,Annual Saver Membership,Annual Saver,Mobile App,Organic Search,SYSTEM,Completed,1,538.82,NEWYEAR15,80.82,0.0,458.0,82.81,375.19,3.5
ORD006469,2026-01-24,FY2025/26,4,Saturday,Northside,Family Add-on,Membership,Annual Saver Membership,Annual Saver,Mobile App,Email,SYSTEM,Completed,1,523.94,NEWYEAR15,78.59,0.0,445.35,84.59,360.76,5.0
ORD006470,2026-01-24,FY2025/26,4,Saturday,Eastgate,Corporate Employee,Membership,Corporate Wellness Membership,Corporate,Corporate Portal,Corporate Partnership,SYSTEM,Completed,1,56.75,REFER10,5.68,0.0,51.07,11.45,39.62,4.2
ORD006471,2026-01-24,FY2025/26,4,Saturday,Northside,Returning Member,Membership,Unlimited Monthly Membership,Unlimited,Mobile App,Existing Customer,SYSTEM,Completed,1,78.85,NEWYEAR15,11.83,0.0,67.02,16.51,50.51,4.3
